mls_id,date_collected,description,bedrooms,bathrooms,size_sqft,stories,house_cat,price,address_number,street_name,full_street_name,locality,municipality,province_state,postal_code,pool_mentioned,lat,lon,street_name_std
X12546866,2026-01-15 18:03:47.242298+00:00,"Welcome to 142 Severn Drive! This beautiful family home is situated in a desirable & quiet neighbourhood overlooking greenspace & pond! This detached 3 bedroom home has lots to offer and is complete with finished walkout basement! The main floor features maple hardwood floors, ceramic in entrance, kitchen & baths. Walkout from kitchen dining area to entertainment deck with scenic views. Functional kitchen features ample cabinet & counter space; double pantry; & breakfast bar. Upper level showcases a sizeable primary bedroom with private ensuite. The two additional bedrooms are also of great dimension and one highlighting a vaulted ceiling and picturesque window. Laundry is conveniently located on second level close by a 4 piece bath. The lower level boasts a bright finished rec with rough- in bath. Interlock patio under the deck and separate storage shed in backyard. Situated in desirable east Guelph; nearby schools, parks, trails, sports fields, shopping & all amenities. Make this home yours! (41652609)",3,3.0,1099.99,2.0,House,824900.0,142,142 SEVERN DRIVE,"142 SEVERN DRIVE|Guelph (Grange Road), Ontario N1E7K5",Grange Road,Guelph (Grange Road),Ontario,N1E7K5,False,43.5758264,-80.2186194,142 severn drive
X12674088,2026-01-15 18:03:47.242298+00:00,"Set within a welcoming enclave in Guelph's highly desirable east end, 21 Sora Lane presents an exceptional opportunity to own a brand-new townhome in a family-friendly community known for its outstanding quality of life. Thoughtfully built by Fusion Homes, this never-lived-in residence offers over 1,655 sq. ft. of finished living space, featuring 3 bedrooms, 3.5 bathrooms, and an attached garage. The main floor is designed for effortless living and entertaining, with an airy open-concept layout enhanced by quartz countertops and curated designer finishes throughout. The modern kitchen is both functional and stylish, complete with premium stainless-steel appliances and almost 100k in included upgrades that elevate the home's overall appeal. Upstairs, the primary retreat includes a walk-in closet and a spa-inspired ensuite with a glass-enclosed shower. Two additional well-proportioned bedrooms and a contemporary shared bathroom complete the upper level. The walk-out basement offers outstanding versatility, ideal for a home office, recreation room, or guest accommodations. Offered fully furnished*, this home provides a true turnkey option well-suited for investors, university-bound occupants, busy professionals, or families relocating to the area (*inquire for details). Experience the Fusion Homes' difference, including their unrivaled home warranty that averages 2X the industry standard. Along with private garage parking and convenient access to nearby parks, trails, schools, and shopping. 21 Sora Lane delivers modern, low-maintenance living in one of Guelph's most sought-after neighbourhoods. (41900944)",3,3.0,1599.98,3.0,Row / Townhouse,825572.0,21,21 SORA LANE,"21 SORA LANE|Guelph (Grange Road), Ontario N1E0T4",Grange Road,Guelph (Grange Road),Ontario,N1E0T4,False,43.5617605,-80.2269474,21 sora lane
X12651946,2026-01-15 18:03:47.242298+00:00,"Welcome to 193 McCann Street - a stunning linked townhome (ONLY LINKED from GARAGE WALL) in one of Guelph's most premium and highly sought-after neighbourhoods, Kortright East. This beautifully maintained 9-year-old Freehold Linked Town offers the perfect blend of modern comfort, thoughtful design, and unbeatable location. Step inside to an open-concept main floor filled with natural light, featuring a bright living area, spacious dining space, and a stylish kitchen complete with quartz countertops, tiled backsplash, stainless steel appliances, and a large island ideal for casual dining and entertaining. Upstairs, the primary bedroom offers a walk-in closet and a sleek ensuite with glass shower. Two additional bedrooms and a 4-piece bath provide ample room for family living, guests, or a home office. The walkout basement extends your living space with direct access to the backyard - perfect for BBQs, kids at play, or relaxing outdoors. An upper deck with privacy screen offers lovely sunset views over this peaceful neighborhood. Located just minutes from the University of Guelph, Highway 401, shopping, parks, trails, and École Arbour Vista (French Immersion). Kortright East is known for its safety, community feel, and premium appeal - a location families and professionals love. Whether you're a young family, professional couple, or investor, this home offers exceptional value, modern finishes, and a welcoming atmosphere. Your new home awaits at 193 McCann Street. (41857925)",3 + 1,3.0,1499.99,2.0,Row / Townhouse,829900.0,193,193 MCCANN STREET,"193 MCCANN STREET|Guelph (Kortright East), Ontario N1G0A6",Kortright East,Guelph (Kortright East),Ontario,N1G0A6,False,43.530695,-80.2024964,193 mccann street
X12661278,2026-01-15 18:03:47.242298+00:00,"Welcome to 7 Cityview Dr S, Unit 207-a bright, contemporary 1-bedroom condo offering the perfect entry point into homeownership or a smart addition to any investment portfolio. Built just 6 years ago, this thoughtfully designed unit delivers low-maintenance living without compromising on style, function, or location. Inside, you'll find an open-concept layout with a sleek kitchen, and room to comfortably entertain or unwind. The living area walks out to a private balcony overlooking the historic Reformatory Lands-a rare, peaceful view featuring protected greenspace, mature trees, and kilometres of walking and cycling trails right at your doorstep.The spacious bedroom easily fits a queen bed with room to spare, and the full 4-piece bath feels fresh and modern. Also featuring full size In-suite laundry machines, as opposed to the small and impractical machines you'd normally see in these units, adding convenience without sacrificing space. This unit also comes with one dedicated parking space mere steps from your front door. Whether you're a first-time buyer seeking affordability in a growing city or an investor looking for a turn-key rental in a high-demand area, this condo checks all the boxes. Conveniently located near shopping, transit, the Guelph Innovation District, and quick access to the 401. Move-in ready, well-kept, and surrounded by nature-this is the simple, smart choice. (41876042)",1,1.0,599.99,,Row / Townhouse,399900.0,7,207 - 7 CITYVIEW DRIVE S,"207 - 7 CITYVIEW DRIVE S|Guelph (Grange Road), Ontario N1E0R1",Grange Road,Guelph (Grange Road),Ontario,N1E0R1,False,43.55921,-80.21531,207 - 7 cityview drive s
X12663310,2026-01-15 18:03:47.242298+00:00,"Welcome to 53 Rochelle Drive, a side split that blends thoughtful updates with a backyard retreat, which has been part of the Guelph Horticultural Society home tours and still could be, is a wonderful accolade. The curb appeal is warm and inviting, leading to a foyer with a convenient powder room. The open concept main level will impress with cathedral ceilings and gleaming hardwood floors, an ideal space for hosting and family gatherings. The bright kitchen has been modernized with new cabinetry, hardwood flooring, updated appliances, a live edge counter, and a bar fridge, which overlooks the dining area and with sliders to the back deck. It keeps everyone connected, whether entertaining inside or out. Upstairs, three bedrooms and a 4 piece skylit bath await, including a primary suite with a 3 piece ensuite and custom door. The lower level expands your living space with a large recreation room, craft room, workshop with laundry plumbing, a rough-in for an additional bath, and ample storage.. Outside, the two tier deck opens to a whimsical yard featuring perennial gardens, a vegetable plot, a spacious shed, and a brand new two level treehouse for the kids. All of this comes in a family friendly location just a short walk to Taylor Evans Public School. Everyday amenities, shopping, dining, and major commuter routes are close by, while nearby parks and trails provide endless recreation. From the welcoming curb appeal to the whimsical yard, every detail of 53 Rochelle Drive has been crafted with family living in mind. This is a home ready to be cherished for years to come... (41880035)",3,3.0,1499.99,2.0,House,829999.0,53,53 ROCHELLE DRIVE,"53 ROCHELLE DRIVE|Guelph (Willow West/Sugarbush/West Acres), Ontario N1K1L1",Willow West/Sugarbush/West Acres,Guelph (Willow West/Sugarbush/West Acres),Ontario,N1K1L1,False,43.5189747,-80.2793575,53 rochelle drive
X12507760,2026-01-15 18:03:47.242298+00:00,"Upscale Freehold End Unit Near Guelph Lake. A well-appointed freehold end unit townhome built in 2020 by custom builder Dan Clayton Homes. Ideally located near Guelph Lake Conservation Area, where you can enjoy nature, trails, and great hikes right at your doorstep.Offering over 1,900 sq. ft. of thoughtfully designed living space, this home is perfect for young professionals or first-time buyers seeking both style and comfort. The bright and airy open-concept main floor impresses with 9' ceilings, wide-plank flooring, and a beautifully designed kitchen featuring quartz countertops, a large island with breakfast bar, a butler's pantry, and a spacious walk-in pantry-perfect for storing appliances and extra supplies. It's an ideal space for family gatherings, entertaining, or everyday living. As an end unit, this home enjoys an abundance of natural light throughout the upper level. The generous primary suite features a spa-inspired ensuite with an extra-height vanity, double sinks, heated floors, a glass walk-in shower, and a walk-in closet. Two additional bedrooms, a full 4-piece bath, a convenient upper-level laundry area, and a bright landing, ideal for a homework or reading nook, complete the second floor. The unfinished lower level with a bathroom rough-in offers endless potential for future development, perhaps an additional bedroom, home office, or recreation room. The large windows make it an inviting space to finish. Step outside to your private fenced backyard oasis, perfect for relaxing or entertaining with its deck, pergola, and privacy screens. Located just steps from Guelph Lake, scenic trails, parks, and schools, this home combines upscale living with everyday convenience, the perfect place to put down roots and truly enjoy life. Photos, with permission were used from previous listing. (41573091)",3,3.0,1499.99,2.0,Row / Townhouse,839000.0,35,1 - 35 WIDEMAN BOULEVARD,"1 - 35 WIDEMAN BOULEVARD|Guelph (Victoria North), Ontario N1E7L8",Victoria North,Guelph (Victoria North),Ontario,N1E7L8,False,43.5814298,-80.2657808,1 - 35 wideman boulevard
X12438957,2026-01-15 18:03:47.242298+00:00,"Welcome to this stylish 1-bedroom plus den townhouse condo offering modern comfort and convenience at a fantastic price point! Perfect for first-time buyers, downsizers, or busy professionals, this home combines low-maintenance living with thoughtful design.Step inside to an open-concept layout filled with natural light, creating an inviting space for both relaxing and entertaining. The modern kitchen flows seamlessly into the living area, while the versatile den offers the perfect spot for a home office, guest space, or reading nook. Ample storage throughout keeps everything neatly organized.Enjoy your own private patio, ideal for sipping morning coffee or unwinding after a long day. The community offers wonderful amenities including a dog park, community garden, and plenty of visitor parking making it easy to host friends and family.Located close to shops, restaurants, and everyday conveniences, this townhouse condo delivers the perfect balance of comfort, lifestyle, and accessibility. Move right in and start enjoying the ease of condo living today! (41378015) | Amenities: Visitor Parking",1,1.0,499.99,,Row / Townhouse,410000.0,35,56 - 35 MOUNTFORD DRIVE,"56 - 35 MOUNTFORD DRIVE|Guelph (Grange Road), Ontario N1E0G6",Grange Road,Guelph (Grange Road),Ontario,N1E0G6,False,43.5657003,-80.2321531,56 - 35 mountford drive
40794923,2026-01-15 18:03:47.242298+00:00,"Welcome to 539 Willow Road, Unit 66-an inviting townhome located in Guelph's sought-after West End. This bright 3-bedroom, 2-bathroom home offers a functional layout with plenty of natural light and excellent potential to customize to your taste. The fully finished walkout basement expands the living space and leads to a private patio, making it ideal for a family room, home office, or recreational area. Set within a well-maintained and friendly complex, this property is conveniently close to top-rated schools, parks, shopping, restaurants, and public transit. Commuters will appreciate the quick access to the Hanlon Expressway and Highway 401. Perfect for first-time buyers, growing families, or investors, this home presents a great opportunity in a prime location. (69999550)",3,2.0,1729.0000,2.0,Row / Townhouse,419000.0,539,539 WILLOW Road Unit# 66,"539 WILLOW Road Unit# 66|Guelph, Ontario N1H7G3",,Guelph,Ontario,N1H7G3,False,43.5332224,-80.29009666,539 willow road unit# 66
X12650424,2026-01-15 18:03:47.242298+00:00,"Welcome to 539 Willow Road, Unit 66-an inviting townhome located in Guelph's sought-after West End. This bright 3-bedroom, 2-bathroom home offers a functional layout with plenty of natural light and excellent potential to customize to your taste. The fully finished walkout basement expands the living space and leads to a private patio, making it ideal for a family room, home office, or recreational area. Set within a well-maintained and friendly complex, this property is conveniently close to top-rated schools, parks, shopping, restaurants, and public transit. Commuters will appreciate the quick access to the Hanlon Expressway and Highway 401. Perfect for first-time buyers, growing families, or investors, this home presents a great opportunity in a prime location. (41855063)",3,2.0,999.99,2.0,Row / Townhouse,419000.0,539,66 - 539 WILLOW ROAD,"66 - 539 WILLOW ROAD|Guelph (Willow West/Sugarbush/West Acres), Ontario N1H7G3",Willow West/Sugarbush/West Acres,Guelph (Willow West/Sugarbush/West Acres),Ontario,N1H7G3,False,43.5332211,-80.2900724,66 - 539 willow road
X12626966,2026-01-15 18:03:47.242298+00:00,"You'll Have to Feel It to Believe It! This warm and welcoming 3-bedroom, 3-bathroom bungalow is filled with natural light and charm, offering the perfect blend of comfort and functionality.The main level features hardwood floors in the main rooms and an entertainer's dream kitchen with a centre island, granite countertop, additional prep sink, and premium stainless-steel appliances. French doors from the kitchen open to a spacious deck, perfect for outdoor dining and relaxing. At the back of the property, you'll find an above-ground pool, separately fenced, along with a pergola and a fully fenced, park-like yard-ideal for children, pets, entertaining or enjoying privacy.The property includes three main-floor bedrooms plus a fourth office/bedroom on the lower level, two 4-piece bathrooms main with heated flooring, and a 3-piece ensuite off the primary bedroom.Downstairs boasts a spacious family room with a cozy gas fireplace, plus a playroom/gym, office, and laundry/utility area. Bonus: The basement has its own separate entrance and  there are two staircases - a rare setup that adds real convenience and flexibility. Situated on just over a 1/2 acre, this home offers privacy and space, while still being just minutes from Guelph, Rockwood, and a 20-minute drive to the 401.Additional highlights include a detached gas heated garage/workshop and ample parking for all your vehicles and toys. (41806761)",3 + 1,3.0,1099.99,1.0,House,840000.0,7922,7922 HWY 7 HIGHWAY,"7922 HWY 7 HIGHWAY|Guelph/Eramosa, Ontario N1H6H8",,Guelph/Eramosa,Ontario,N1H6H8,True,43.5774876,-80.1893196,7922 hwy 7 highway
40795964,2026-01-15 18:03:47.242298+00:00,"Welcome to 3 Melrose Pl, a beautifully maintained and thoughtfully designed home that offers space, functionality, and comfort for the modern family in the west end of Guelph. From the moment you enter, the inviting main floor welcomes you with a sun-filled living room that sets the tone for relaxation and everyday living. A separate dining area creates the ideal setting for family meals and memorable gatherings, while the well-designed kitchen offers both functionality and flow. Completing the main level with a convenient 2-piece washroom, thoughtfully placed for guests and daily use. Upstairs, the second floor unfolds into a private retreat featuring three well-proportioned bedrooms designed for rest and comfort. A stylish 3-piece bathroom serves the bedrooms, while the open bonus area adds a unique touch to this level. Whether you envision a cozy family lounge, a kids’ play zone, or a quiet home office, this flexible space adapts beautifully to your needs. The finished basement extends the home’s living potential, offering a spacious open recreation room ideal for movie nights, games, or entertaining. A 3-piece bathroom and a dedicated laundry area complete the basement, adding convenience and functionality. Outside, the home truly stands out with its 1-car garage and a large driveway with no sidewalk, offering ample parking. The flat, fully fenced backyard—newly installed for added privacy—sits on a stunning corner lot and features a handy storage shed. This outdoor space is perfect for relaxing, gardening, or hosting summer gatherings, making this home a true standout inside and out. (70013477)",3,3.0,1770.0000,2.0,House,844900.0,3,3 MELROSE Place,"3 MELROSE Place|Guelph, Ontario N1K1W8",,Guelph,Ontario,N1K1W8,False,43.52726424,-80.27035204,3 melrose place
X12484000,2026-01-15 18:03:47.242298+00:00,"Attention first-time home buyers and savvy investors this home is nestled in the highly desirable Westminster Woods community of South Guelph. Offering quick access to schools, shopping, local amenities, and Highway 401, this home blends modern updates with a prime location. The main floor features a bright eat-in kitchen with direct access to the backyard, a spacious family room with plenty of natural light, and a convenient 2-piece bath. Stylish new vinyl flooring on the main level adds a fresh, contemporary feel. Upstairs, you'll find three generous bedrooms and two full bathrooms. The king-sized primary suite boasts a walk-in closet and a luxurious 5-piece ensuite with a walk-in shower, soaker tub, and double vanity. The second level has been updated with brand-new carpet for comfort and style. The legal basement with a private separate entrance adds incredible value. Featuring a modern kitchen, bedroom, and bathroom, its perfect for multigenerational living or rental income.$$$ spent on renovations and upgraded in kitchen, washroom and throughout the house. (41520296)",3 + 1,4.0,1499.99,2.0,House,849000.0,51,51 LAUGHLAND LANE,"51 LAUGHLAND LANE|Guelph (Pineridge/Westminster Woods), Ontario N1L0C9",Pineridge/Westminster Woods,Guelph (Pineridge/Westminster Woods),Ontario,N1L0C9,False,43.51067,-80.175838,51 laughland lane
40793170,2026-01-15 18:03:47.242298+00:00,"Move-in ready and available for immediate occupancy! Last chance: this final 2-storey corner unit in Guelph’s most luxury townhome community is officially for sale. Brand new and thoughtfully upgraded throughout, it offers exceptional value with a range of premium finishes. Featuring 3 bedrooms and 2.5 bathrooms, this home blends comfort, style, and functionality. The bright walkout basement, complete with rough-ins for a 3-piece bathroom, provides the perfect opportunity to expand your living space or design a custom recreation area. Inside, you'll find a wide custom staircase, high ceilings, and oversized windows that enhance the home's spacious and modern feel. As a newly built property, this unit may also qualify for Ontario's current first-time homebuyer rebates and incentives, creating an added advantage for buyers looking to maximize their investment. Don't miss this rare opportunity to own the last beautifully upgraded corner unit-and benefit from available first-time buyer programs in Ontario. (69968351)",3,3.0,1510.0000,2.0,Row / Townhouse,849000.0,675,675 VICTORIA Road N Unit# 12,"675 VICTORIA Road N Unit# 12|Guelph, Ontario N1E0S9",,Guelph,Ontario,N1E0S9,False,43.58317798,-80.26644639,675 victoria road n unit# 12
X12613796,2026-01-15 18:03:47.242298+00:00,"Move-in ready and available for immediate occupancy! Last chance: this final 2-storey corner unit in Guelph's most luxury townhome community is officially for sale. Brand new and thoughtfully upgraded throughout, it offers exceptional value with a range of premium finishes. Featuring 3 bedrooms and 2.5 bathrooms, this home blends comfort, style, and functionality. The bright walkout basement, complete with rough-ins for a 3-piece bathroom, provides the perfect opportunity to expand your living space or design a custom recreation area. Inside, you'll find a wide custom staircase, high ceilings, and oversized windows that enhance the home's spacious and modern feel. As a newly built property, this unit may also qualify for Ontario's current first-time homebuyer rebates and incentives, creating an added advantage for buyers looking to maximize their investment. Don't miss this rare opportunity to own the last beautifully upgraded corner unit-and benefit from available first-time buyer programs in Ontario. (41789217) | Amenities: Visitor Parking",3,3.0,1399.99,2.0,Row / Townhouse,849000.0,675,12 - 675 VICTORIA ROAD N,"12 - 675 VICTORIA ROAD N|Guelph (Victoria North), Ontario N1E0S9",Victoria North,Guelph (Victoria North),Ontario,N1E0S9,False,43.5830548,-80.2666273,12 - 675 victoria road n
X12576656,2026-01-15 18:03:47.242298+00:00,"This stunning multi-level home is beautifully finished from top to bottom and offers a perfect blend of comfort and style. It features three spacious bedrooms, including a master suite with soaring cathedral ceilings and a luxurious three-piece ensuite. The large main bathroom is designed for relaxation, complete with a corner tub. The inviting family room centers around a cozy corner gas fireplace as is and includes a built-in cabinet for a TV, making it ideal for entertaining or unwinding. The home is fully landscaped, providing an attractive and low-maintenance exterior, and boasts a multi-level deck that offers ample space for outdoor dining, lounging, and enjoying the fresh air. With attention to detail throughout, this home combines functionality with elegance, creating a welcoming and versatile living space for families of all sizes. (41713562)",3,4.0,1499.99,2.0,House,849900.0,141,141 STARWOOD DR,"141 STARWOOD DR|Guelph (Grange Road), Ontario N1E7G7",Grange Road,Guelph (Grange Road),Ontario,N1E7G7,False,43.5666595,-80.2157859,141 starwood dr
40786521,2026-01-15 18:03:47.242298+00:00,"Welcome to this beautifully maintained freehold semi-detached home in Guelph's family-friendly East End - just steps from Guelph Lake Public School, Morningcrest Park, and the sports fields at Eastview Park. With 4 bedrooms, 4 bathrooms, and a fully finished basement, this move-in-ready home offers the space and convenience today's families are searching for. The open-concept main floor is bright and welcoming, featuring hardwood flooring and a seamless flow between living, dining, and kitchen spaces. The eat-in kitchen is perfect for busy family life, complete with stainless steel appliances, a central island, quartz countertops, and a stylish neutral tile backsplash. From here, walk out to your fully fenced backyard with deck and garden shed - ideal for summer BBQs, kids, and pets. Upstairs, the versatile upper landing offers the perfect spot for an office nook, homework zone, or reading area. The convenient second-floor laundry room simplifies daily routines. The generous primary bedroom features a walk-in closet and private 4-piece ensuite, while three additional bedrooms are served by a modern 3-piece family bathroom. The finished lower level adds even more flexibility with a large recreation/flex room, a full 4-piece bathroom, and plenty of storage. Located in a vibrant, family-friendly neighbourhood close to parks, schools, trails, and amenities, this home truly checks all the boxes. A fantastic opportunity for a growing family looking for space to grow in a wonderful community. (69926685)",4,4.0,2575.0000,2.0,House,849900.0,82,82 COULING Crescent,"82 COULING Crescent|Guelph, Ontario N1E0J8",,Guelph,Ontario,N1E0J8,False,43.5823748,-80.22521152,82 couling crescent
X12379384,2026-01-15 18:03:47.242298+00:00,"This beautiful home is located in Prime Location of Westminster Woods, two minutes walking distance to Westminster Woods public school and within walking distance to all Major Amenities- Shopping, including movie theater, banks, supermarket, restaurants, grocery stores, library, schools, soccer and baseball fields and plenty of parks and trails. Easy access to highway 401& 6, Featuring a gorgeous layout of 3+1 bedrooms, and a cozy finished basement, Bright Spacious & Open Concept Main Floor with a Large family Room, a spacious kitchen with an island, a walkout deck, and many other attractions and functionalities, perfect for Grewing families. New roof replaced 2024. (41190033)",3 + 1,4.0,1499.99,2.0,House,899500.0,20,20 WILKIE CRESCENT,"20 WILKIE CRESCENT|Guelph (Pineridge/Westminster Woods), Ontario N1L0B1",Pineridge/Westminster Woods,Guelph (Pineridge/Westminster Woods),Ontario,N1L0B1,False,43.5080281,-80.1802382,20 wilkie crescent
X12270770,2026-01-15 18:03:47.242298+00:00,"Attention First-Time Buyers, Renovators & Contractors! Here's your opportunity to bring new life to a solid 3-bedroom, 1-bathroom townhouse in Guelphs sought-after West End. With over 1,075 sq/ft of living space, this home is full of potential whether you're stepping into the market, tackling your next renovation, or expanding your investment portfolio. The main floor offers a welcoming front entry with a closet, a spacious living room, and a functional kitchen with plenty of storage and prep space, plus a cozy dining nook. Upstairs, you'll find three generous bedrooms with great closet space and a 4-piece family bathroom. The unfinished basement is a blank canvas perfect for a rec room, home office, or whatever you can imagine. Located just steps to Costco, Zehrs, LCBO, Tim Hortons, and the West End Rec Centre, with parks, schools, and transit nearby this is a prime spot for families and professionals alike. With a little vision and some elbow grease, this could be the one you've been waiting for. Don't miss the chance to make it your own! (40846236) | Amenities: Visitor Parking",3,1.0,999.99,2.0,Row / Townhouse,419900.0,40,8 - 40 IMPERIAL ROAD N,"8 - 40 IMPERIAL ROAD N|Guelph (Willow West/Sugarbush/West Acres), Ontario N1H8B4",Willow West/Sugarbush/West Acres,Guelph (Willow West/Sugarbush/West Acres),Ontario,N1H8B4,False,43.5280564,-80.2916149,8 - 40 imperial road n
X12270806,2026-01-15 18:03:47.242298+00:00,"Attention First-Time Buyers, DIYers & Contractors! Here's your chance to transform this charming 3-bedroom, 1-bathroom townhouse into something special. Located in Guelphs popular West End, this home offers over 1,100 sq/ft of potential-filled living space ideal for anyone looking to break into the market, take on a renovation project, or add to their investment portfolio. The main floor features a bright foyer with a convenient front closet, a spacious living room, and a functional kitchen with plenty of prep space, storage, and a cozy dining area. Upstairs, you'll find three generously sized bedrooms and a full 4-piece bathroom. The unfinished basement is a blank canvas perfect for a rec room, home office, or whatever suits your lifestyle. Just steps from Costco, Zehrs, LCBO, Tim Hortons, and the West End Rec Centre, everything you need is close by. Surrounded by great schools, parks, and easy access to public transit, this is a fantastic location for families and professionals alike. With a bit of vision and some elbow grease, this home could be exactly what you've been waiting for. Don't miss the opportunity to unlock its full potential! (40846426) | Amenities: Visitor Parking",3,1.0,999.99,2.0,Row / Townhouse,419900.0,40,6 - 40 IMPERIAL ROAD N,"6 - 40 IMPERIAL ROAD N|Guelph (Willow West/Sugarbush/West Acres), Ontario N1H8B4",Willow West/Sugarbush/West Acres,Guelph (Willow West/Sugarbush/West Acres),Ontario,N1H8B4,False,43.5280564,-80.2916149,6 - 40 imperial road n
X12433113,2026-01-15 18:03:47.242298+00:00,"Fantastic Opportunity To Design & Build Your Dream Project On This Beautiful Location. A Fully Serviced Lot With More Possibilities To Develop More Than One Unit, Detatched, Walk Out Basement With Other Two Unit,... Walking Distance To Downtown, Go Station, Bus Stop. University of Guelph 2.4 km. Hospital 3.6 km. (41360118)",,0.0,,,,449000.0,449,449 YORK ROAD,"449 YORK ROAD|Guelph (St. Patrick's Ward), Ontario N1E5X8",St. Patrick's Ward,Guelph (St. Patrick's Ward),Ontario,N1E5X8,False,43.5506561,-80.2256248,449 york road
X12436391,2026-01-15 18:03:47.242298+00:00,"Rare Corner Lot in Guelph!Discover the potential of this uniquely set-back corner lot vacant residential building site just minutes from Guelphs vibrant downtown core. Combining convenience with lifestyle, this property is within easy reach of restaurants, shops, the GO train, top schools, and renowned parks, all while nestled in the iconic heart of St. Patricks Ward.Fully serviced with building levies already paid, this lot gives you a valuable head start on your project. Whether youre looking to invest, develop, or design and build your dream home, the groundwork is already in placesaving both time and upfront costs.With Guelphs continued growth, strong rental market, and reputation as one of Ontarios most livable cities, opportunities like this are increasingly rare. This property offers the flexibility to create a custom residence or explore development potential in a location that will only become more desirable as St. Patricks Ward continues to shine. (41369463)",,0.0,,,,449000.0,239,239 ELIZABETH STREET,"239 ELIZABETH STREET|Guelph (St. Patrick's Ward), Ontario N1E2X6",St. Patrick's Ward,Guelph (St. Patrick's Ward),Ontario,N1E2X6,False,43.5529226,-80.2347724,239 elizabeth street
X12642762,2026-01-15 18:03:47.242298+00:00,"Welcome to this bright and spacious top-floor corner unit condominium located in the desirable west end of Guelph. This well-maintained suite features one bedroom plus a large den, perfect for a home office or guest space. Enjoy an updated kitchen with granite countertops, modern flooring and a freshly painted interior. Step outside to a beautiful balcony terrace offering a great space to relax and unwind. The unit includes one parking space and a locker, with the option for additional parking available. Ideally situated within walking distance to shopping, banking, and everyday amenities, with near by public transit and easy access to the highway, this is convenient condo living at its best. (41838808) | Amenities: Storage - Locker",1,1.0,899.99,,,449900.0,901,402 - 901 PAISLEY ROAD,"402 - 901 PAISLEY ROAD|Guelph (Willow West/Sugarbush/West Acres), Ontario N1K0A7",Willow West/Sugarbush/West Acres,Guelph (Willow West/Sugarbush/West Acres),Ontario,N1K0A7,False,43.5269778,-80.2854124,402 - 901 paisley road
40792008,2026-01-15 18:03:47.242298+00:00,"Welcome to this affordable 3-bedroom home, perfect for university students, first-time buyers, or investors. The main floor features a bright living room, spacious eat-in kitchen, separate dining area, convenient 2-piece bathroom, and an added bonus of a main floor bedroom or open the space back up for an even larger open concept main floor.  Downstairs, you’ll find two generous and bright bedrooms, along with a 4-piece bathroom and in-suite laundry for added convenience. The split layout provides a great balance of shared living space and private retreat areas, making daily living comfortable and functional. Located in a great neighbourhood just minutes from Stone Road Mall, public transit, and the University of Guelph, this property offers both value and convenience. A fantastic opportunity for those looking to get into the market or expand their investment portfolio. (69950249)",1 + 2,2.0,1292.0000,,Row / Townhouse,450000.0,456,456 JANEFIELD Avenue Unit# 115,"456 JANEFIELD Avenue Unit# 115|Guelph, Ontario N1G4R8",,Guelph,Ontario,N1G4R8,False,43.51702795,-80.24351728,456 janefield avenue unit# 115
X12589944,2026-01-15 18:03:47.242298+00:00,"Welcome to 21 Marilyn Drive, a stunning townhome nestled in the highly sought-after Riverside Park area! This exquisite property offers a luxurious and comfortable living experience, boasting 3 spacious bedrooms and 4 modern bathrooms. The heart of this home is its open-concept main floor plan, perfect for entertaining and everyday living. Prepare to be wowed by the spacious, custom kitchen by Jacob's Woodworking, featuring top-of-the-line Thermador kitchen appliances. Cozy up by one of the two gas fireplaces on a chilly evening. Walk out through sliders from the dining area to a lovingly landscaped rear garden offering privacy and tranquility. Three skylights flood the upstairs space with natural light, creating a bright and inviting atmosphere. Three spacious bedrooms, 3-piece main bathroom, Primary has a 4-piece ensuite bathroom, walk in closet and a private and treed view overlooking Riverside Park. Enter the finished basement, which has just been freshly painted! You'll find a cozy media room with various lounge areas, a well-appointed laundry room, an additional 2-piece powder room, and a versatile workspace area, offering ample room for all your needs. The convenience of an attached garage adds to the home's appeal. One of the most remarkable features of this property is its prime location, backing directly onto Riverside Park, offering unparalleled access to nature and outdoor activities. Despite its tranquil setting, you're still just moments away from major shopping centers, providing the perfect blend of serenity and convenience. Low condo fees include all exterior maintenance (roof, windows, doors), snow removal, grass cutting and wooden deck in rear garden. (41740670) | Amenities: Fireplace(s)",3,4.0,1999.98,2.0,Row / Townhouse,850000.0,21,21 MARILYN DRIVE,"21 MARILYN DRIVE|Guelph (Riverside Park), Ontario N1H1G9",Riverside Park,Guelph (Riverside Park),Ontario,N1H1G9,False,43.5623616,-80.2722419,21 marilyn drive
X12599368,2026-01-15 18:03:47.242298+00:00,"Welcome to this affordable 3-bedroom home, perfect for university students, first-time buyers, or investors. The main floor features a bright living room, spacious eat-in kitchen, separate dining area, convenient 2-piece bathroom, and an added bonus of a main floor bedroom or open the space back up for an even larger open concept main floor. Downstairs, you'll find two generous and bright bedrooms, along with a 4-piece bathroom and in-suite laundry for added convenience. The split layout provides a great balance of shared living space and private retreat areas, making daily living comfortable and functional. Located in a great neighbourhood just minutes from Stone Road Mall, public transit, and the University of Guelph, this property offers both value and convenience. A fantastic opportunity for those looking to get into the market or expand their investment portfolio. (41760012)",1 + 2,2.0,599.99,1.0,Row / Townhouse,450000.0,456,115 - 456 JANEFIELD AVENUE,"115 - 456 JANEFIELD AVENUE|Guelph (Dovercliffe Park/Old University), Ontario N1G4R8",Dovercliffe Park/Old University,Guelph (Dovercliffe Park/Old University),Ontario,N1G4R8,False,43.5169941,-80.24267,115 - 456 janefield avenue
